recipe_id,recipe_code,cheese_type,variant_name,origin_style,aging_days,milk_type_required,fat_content_pct,moisture_pct,salt_pct,starter_culture,coagulation_method,yield_ratio_pct,shelf_life_days,certification,version,status,created_by,last_updated,notes
312396,RCP89908,Ricotta,Ricotta Extra Aged,Fusion Modern,60,Goat,21.3,28.5,1.41,Natural,Enzymatic,15.56,365,ISO22000,v3.1,Active,CHEM-119,2019-01-05,Pilot batch
967760,RCP72504,Brie,Brie Light,Traditional Italian,0,Cow,11.8,67.2,3.5,Mold-Ripened,Acid,20.03,60,Halal+Organic,v1.1,Active,CHEM-115,2021-02-13,Award-winning formula
934993,RCP36938,Cheddar,Cheddar Artisan,Dutch Heritage,180,Mixed,10.2,41.3,3.6,Mold-Ripened,Enzymatic,9.4,365,Organic,v2.1,Archived,CHEM-110,2023-01-20,High demand
476246,RCP74593,Emmental,Emmental Young,English Classic,60,Cow,11.0,66.6,1.8,Natural,Acid,15.06,90,Organic,v1.1,Active,CHEM-117,2019-09-14,Standard production
279640,RCP76048,Parmesan,Parmesan Reserve,Dutch Heritage,0,Sheep,15.7,24.0,2.03,Mold-Ripened,Heat-Acid,14.56,14,Halal,v1.1,In Review,CHEM-106,2020-12-16,Pilot batch
836698,RCP83494,Mozzarella,Mozzarella Light,French Artisan,60,Cow,33.7,22.3,0.81,Natural,Rennet,14.33,90,Kosher,v3.1,Active,CHEM-137,2019-04-12,Seasonal only
279651,RCP33316,Emmental,Emmental Light,Fusion Modern,60,Cow,42.0,41.7,1.22,Mesophilic,Acid,13.71,21,Organic,v3.1,Archived,CHEM-137,2020-06-20,Standard production
803942,RCP13712,Ricotta,Ricotta Light,French Artisan,0,Cow,30.1,27.8,3.57,Washed Rind,Rennet,13.23,21,Halal,v2.1,Discontinued,CHEM-142,2021-10-02,Review pending
672870,RCP95502,Mozzarella,Mozzarella Young,English Classic,0,Cow,19.2,57.5,3.57,Mold-Ripened,Heat-Acid,11.73,180,Organic,v2.0,Active,CHEM-106,2022-01-18,Award-winning formula
836713,RCP58390,Gouda,Gouda Classic,French Artisan,60,Cow,31.1,24.2,3.74,Natural,Heat-Acid,9.12,14,Halal,v3.0,In Review,CHEM-145,2023-01-12,Standard production
935018,RCP23481,Cheddar,Cheddar Young,English Classic,730,Buffalo,11.1,74.3,1.83,Thermophilic,Acid,18.55,365,None,v4.0,Active,CHEM-149,2022-09-29,Export grade
377966,RCP38823,Brie,Brie Artisan,English Classic,90,Cow,21.5,62.3,2.32,Washed Rind,Rennet,17.58,730,ISO22000,v2.1,Experimental,CHEM-126,2022-08-04,Domestic market
345199,RCP97763,Cheddar,Cheddar Extra Aged,Dutch Heritage,0,Goat,33.5,21.7,2.15,Mold-Ripened,Acid,16.27,730,Halal,v1.1,Archived,CHEM-114,2019-05-25,Review pending
705648,RCP33912,Parmesan,Parmesan Young,American Style,90,Cow,21.3,21.4,3.14,Mixed Culture,Rennet,18.37,365,Halal,v3.1,In Review,CHEM-104,2023-04-23,Seasonal only
672886,RCP23564,Swiss,Swiss Classic,Dutch Heritage,0,Mixed,25.4,32.0,2.08,Washed Rind,Rennet,8.61,30,Halal,v3.1,Active,CHEM-143,2019-04-10,Review pending
312443,RCP79662,Camembert,Camembert Light,Dutch Heritage,30,Mixed,37.9,50.7,3.92,Mixed Culture,Rennet,16.36,365,None,v1.1,Experimental,CHEM-143,2019-01-14,Standard production
672898,RCP13328,Ricotta,Ricotta Artisan,American Style,90,Cow,20.6,39.1,2.97,Washed Rind,Enzymatic,14.64,180,None,v1.1,Active,CHEM-131,2019-03-27,Domestic market
967811,RCP26409,Mozzarella,Mozzarella Light,American Style,0,Cow,25.0,46.7,0.63,Mesophilic,Acid,16.48,730,Halal,v3.0,Active,CHEM-124,2019-12-11,High demand
803972,RCP73329,Camembert,Camembert Premium,Traditional Italian,0,Cow,10.8,70.0,0.82,Mixed Culture,Heat-Acid,19.99,60,Halal,v2.1,Archived,CHEM-132,2020-04-28,Review pending
640131,RCP24558,Mozzarella,Mozzarella Young,Dutch Heritage,0,Cow,41.0,30.1,3.62,Mixed Culture,Acid,9.92,30,Halal,v4.0,Active,CHEM-144,2022-06-13,Review pending
312456,RCP52455,Mozzarella,Mozzarella Reserve,American Style,0,Cow,18.0,41.9,2.06,Thermophilic,Rennet,19.34,14,Halal+Organic,v1.0,In Review,CHEM-144,2022-09-15,High demand
803980,RCP49910,Colby,Colby Classic,Indonesian Local,30,Cow,12.1,57.5,0.56,Washed Rind,Acid,14.06,60,None,v1.1,Experimental,CHEM-101,2023-01-01,Domestic market
279695,RCP63027,Camembert,Camembert Light,American Style,730,Buffalo,30.0,48.5,1.62,Mixed Culture,Acid,20.37,365,Organic,v1.1,Experimental,CHEM-138,2020-08-16,Export grade
476304,RCP57844,Mozzarella,Mozzarella Young,Indonesian Local,60,Cow,26.7,29.4,1.32,Natural,Enzymatic,17.82,365,Halal+Organic,v1.1,Discontinued,CHEM-114,2022-04-30,Award-winning formula
115858,RCP60407,Mozzarella,Mozzarella Young,Fusion Modern,180,Mixed,12.9,39.5,3.83,Natural,Enzymatic,11.1,30,None,v3.1,Discontinued,CHEM-146,2023-02-01,Review pending
246932,RCP14123,Ricotta,Ricotta Reserve,English Classic,90,Sheep,10.7,57.0,2.58,Mixed Culture,Acid,20.95,21,None,v3.0,In Review,CHEM-109,2019-02-04,High demand
836763,RCP14512,Cheddar,Cheddar Classic,Indonesian Local,0,Cow,44.1,72.7,0.83,Natural,Rennet,14.68,14,Halal,v1.0,Discontinued,CHEM-150,2022-10-08,Award-winning formula
705696,RCP70958,Mozzarella,Mozzarella Bold,American Style,0,Mixed,28.7,52.6,1.5,Washed Rind,Rennet,12.61,90,Halal,v1.1,Active,CHEM-103,2021-12-14,Standard production
935074,RCP56378,Ricotta,Ricotta Reserve,Dutch Heritage,30,Cow,21.5,56.7,2.33,Mixed Culture,Acid,11.05,365,Halal,v1.1,Active,CHEM-109,2022-12-17,High demand
148644,RCP69144,Gouda,Gouda Artisan,Fusion Modern,90,Buffalo,33.8,60.7,2.9,Mesophilic,Acid,14.43,21,ISO22000,v2.1,Active,CHEM-106,2024-09-27,Seasonal only
246948,RCP39377,Colby,Colby Artisan,American Style,30,Mixed,37.2,20.4,3.72,Mixed Culture,Acid,19.45,21,Organic,v2.0,Active,CHEM-123,2020-09-12,Standard production
214182,RCP95088,Brie,Brie Classic,Indonesian Local,0,Goat,17.2,42.8,2.6,Natural,Rennet,17.15,180,None,v3.1,Active,CHEM-147,2020-07-02,Review pending
738473,RCP33870,Gouda,Gouda Reserve,Fusion Modern,60,Cow,26.9,57.6,2.61,Natural,Heat-Acid,8.27,365,None,v1.1,Archived,CHEM-142,2024-06-25,Standard production
443565,RCP39274,Brie,Brie Classic,American Style,30,Cow,26.8,56.9,3.53,Natural,Rennet,19.52,180,Halal+Organic,v1.0,Experimental,CHEM-126,2019-08-25,Seasonal only
640175,RCP87180,Emmental,Emmental Artisan,Indonesian Local,0,Cow,35.7,46.1,1.57,Mesophilic,Acid,19.34,180,Kosher,v2.1,Archived,CHEM-143,2022-05-25,Pilot batch
705720,RCP84700,Gouda,Gouda Reserve,Swiss Alpine,365,Cow,17.8,67.3,3.04,Thermophilic,Heat-Acid,17.33,60,Kosher,v1.0,Archived,CHEM-147,2022-04-02,High demand
672957,RCP89913,Emmental,Emmental Premium,Traditional Italian,0,Goat,19.9,55.4,0.65,Washed Rind,Rennet,16.09,30,Halal+Organic,v3.1,Active,CHEM-126,2024-03-31,Award-winning formula
476352,RCP12849,Mozzarella,Mozzarella Light,Dutch Heritage,0,Cow,30.7,50.3,3.34,Mesophilic,Rennet,16.35,14,Organic,v1.0,Active,CHEM-136,2024-08-11,Review pending
443594,RCP75010,Mozzarella,Mozzarella Premium,Traditional Italian,365,Sheep,44.3,62.5,1.13,Mold-Ripened,Rennet,8.05,60,None,v4.0,Archived,CHEM-147,2021-05-24,High demand
935117,RCP17785,Parmesan,Parmesan Young,Dutch Heritage,30,Cow,37.9,48.4,2.6,Mold-Ripened,Heat-Acid,20.19,21,Organic,v1.1,Active,CHEM-107,2022-04-06,Export grade
771282,RCP84003,Parmesan,Parmesan Classic,American Style,0,Goat,32.2,29.9,3.01,Natural,Rennet,14.77,30,Halal,v4.0,Archived,CHEM-139,2024-05-25,Standard production
902354,RCP18827,Brie,Brie Artisan,Dutch Heritage,0,Cow,33.9,23.3,0.65,Natural,Acid,21.62,365,Halal+Organic,v1.1,Active,CHEM-113,2023-06-06,Standard production
869593,RCP43397,Cheddar,Cheddar Premium,French Artisan,365,Cow,31.1,66.2,1.22,Mixed Culture,Rennet,14.1,180,Halal,v1.1,Archived,CHEM-142,2021-08-19,Export grade
672987,RCP15297,Mozzarella,Mozzarella Light,Traditional Italian,30,Cow,23.2,63.8,0.84,Mold-Ripened,Heat-Acid,12.7,180,None,v1.1,In Review,CHEM-114,2024-03-31,Review pending
804059,RCP36095,Mozzarella,Mozzarella Bold,American Style,0,Cow,27.7,30.8,1.38,Mixed Culture,Rennet,19.07,90,Halal,v4.0,Archived,CHEM-125,2021-02-17,Export grade
771296,RCP84719,Gouda,Gouda Light,Indonesian Local,30,Cow,24.0,74.2,2.37,Washed Rind,Rennet,8.39,365,Halal,v1.0,In Review,CHEM-114,2024-12-29,Award-winning formula
115940,RCP40453,Cheddar,Cheddar Light,American Style,730,Cow,21.2,40.0,2.16,Mesophilic,Rennet,9.23,365,Organic,v3.1,Active,CHEM-132,2020-12-27,Award-winning formula
181476,RCP82605,Cheddar,Cheddar Extra Aged,American Style,0,Goat,39.9,73.2,2.9,Mold-Ripened,Enzymatic,17.08,30,Halal,v3.1,Active,CHEM-134,2024-06-18,Review pending
902372,RCP80989,Parmesan,Parmesan Bold,Fusion Modern,90,Mixed,21.2,26.4,0.75,Mixed Culture,Rennet,8.72,30,Kosher,v2.1,Archived,CHEM-123,2024-06-16,Seasonal only
247017,RCP54104,Emmental,Emmental Reserve,English Classic,30,Cow,34.3,45.3,1.33,Mixed Culture,Enzymatic,16.12,60,Halal+Organic,v3.1,Discontinued,CHEM-127,2020-12-26,Award-winning formula
640238,RCP91016,Gouda,Gouda Classic,Traditional Italian,60,Buffalo,17.0,67.6,1.82,Mesophilic,Rennet,14.12,90,Kosher,v2.0,Active,CHEM-117,2022-03-24,Domestic market
836847,RCP76475,Cheddar,Cheddar Bold,Dutch Heritage,60,Goat,26.9,58.9,3.44,Washed Rind,Acid,9.43,180,None,v1.0,In Review,CHEM-124,2024-12-12,Seasonal only
115950,RCP97197,Brie,Brie Young,English Classic,0,Cow,43.2,39.0,1.3,Mixed Culture,Rennet,21.93,14,Organic,v1.0,Active,CHEM-134,2023-11-01,Domestic market
115962,RCP40277,Brie,Brie Artisan,Swiss Alpine,30,Cow,25.0,61.4,2.61,Natural,Rennet,16.39,90,None,v1.0,Active,CHEM-121,2024-10-10,Domestic market
771323,RCP55336,Parmesan,Parmesan Extra Aged,American Style,180,Cow,21.6,43.6,3.5,Mesophilic,Heat-Acid,13.19,365,None,v3.0,Discontinued,CHEM-135,2022-11-21,Review pending
738558,RCP22768,Ricotta,Ricotta Extra Aged,Swiss Alpine,0,Cow,14.2,52.8,2.3,Mold-Ripened,Acid,14.8,730,Kosher,v1.1,Archived,CHEM-128,2022-04-27,Award-winning formula
509198,RCP58132,Ricotta,Ricotta Bold,Fusion Modern,730,Buffalo,21.0,55.1,0.92,Natural,Rennet,14.7,730,Halal,v3.0,Archived,CHEM-112,2021-08-20,High demand
607510,RCP75434,Mozzarella,Mozzarella Premium,Swiss Alpine,30,Cow,34.9,32.0,2.1,Mixed Culture,Rennet,14.6,30,None,v1.1,Active,CHEM-126,2023-09-27,Standard production
443671,RCP60730,Mozzarella,Mozzarella Reserve,Swiss Alpine,30,Cow,36.8,47.1,3.04,Mixed Culture,Rennet,19.57,30,Organic,v4.0,Active,CHEM-104,2021-07-15,Standard production
902424,RCP61016,Mozzarella,Mozzarella Light,French Artisan,60,Cow,43.2,21.5,2.9,Mold-Ripened,Enzymatic,21.73,60,Halal,v1.0,Active,CHEM-137,2021-07-28,Standard production
181538,RCP57929,Parmesan,Parmesan Young,Fusion Modern,180,Mixed,30.0,47.1,2.97,Washed Rind,Rennet,9.06,730,Organic,v1.0,Active,CHEM-142,2023-10-27,Award-winning formula
836902,RCP11627,Cheddar,Cheddar Artisan,American Style,90,Cow,28.1,67.4,3.13,Mold-Ripened,Rennet,11.33,365,None,v3.0,Active,CHEM-106,2021-06-26,Standard production
836910,RCP32612,Brie,Brie Light,Indonesian Local,0,Cow,14.7,26.0,3.43,Mesophilic,Rennet,13.81,14,ISO22000,v2.0,Active,CHEM-114,2022-09-20,Export grade
410938,RCP35425,Camembert,Camembert Premium,Traditional Italian,0,Sheep,36.1,60.0,3.17,Mesophilic,Acid,13.64,90,Halal,v3.1,Discontinued,CHEM-138,2021-11-18,Pilot batch
542026,RCP18819,Brie,Brie Extra Aged,American Style,60,Cow,37.1,66.4,3.11,Mold-Ripened,Enzymatic,11.37,21,Halal,v3.0,Active,CHEM-111,2019-08-01,Pilot batch
214348,RCP59698,Gouda,Gouda Premium,English Classic,30,Mixed,43.7,51.1,1.96,Thermophilic,Rennet,15.31,365,Halal+Organic,v2.1,Discontinued,CHEM-138,2021-02-27,Standard production
443725,RCP69111,Gouda,Gouda Artisan,Fusion Modern,30,Cow,36.7,56.6,1.64,Washed Rind,Rennet,8.54,180,None,v1.0,Experimental,CHEM-101,2022-11-13,Pilot batch
804175,RCP89150,Cheddar,Cheddar Classic,Fusion Modern,90,Goat,19.2,74.8,2.34,Washed Rind,Acid,20.66,21,None,v3.0,Active,CHEM-119,2023-07-25,Domestic market
148818,RCP83309,Cheddar,Cheddar Extra Aged,French Artisan,0,Mixed,18.9,22.4,0.61,Mold-Ripened,Rennet,19.25,60,Halal,v2.0,Active,CHEM-128,2020-12-02,Award-winning formula
181587,RCP68897,Mozzarella,Mozzarella Young,Indonesian Local,0,Cow,23.9,35.5,0.64,Washed Rind,Heat-Acid,21.76,30,Halal,v3.0,Active,CHEM-118,2021-05-06,Review pending
214358,RCP23169,Emmental,Emmental Classic,Swiss Alpine,730,Cow,39.6,51.4,1.65,Mold-Ripened,Rennet,19.01,730,Halal+Organic,v3.0,Experimental,CHEM-134,2019-08-30,Review pending
345432,RCP27275,Cheddar,Cheddar Light,Traditional Italian,365,Sheep,10.2,61.8,1.35,Thermophilic,Rennet,13.71,30,Halal+Organic,v3.0,Active,CHEM-113,2023-05-13,Seasonal only
640347,RCP61251,Cheddar,Cheddar Artisan,Swiss Alpine,365,Cow,22.1,43.4,2.86,Washed Rind,Rennet,14.59,365,None,v3.1,Active,CHEM-123,2024-12-19,Seasonal only
247135,RCP70030,Swiss,Swiss Extra Aged,Traditional Italian,60,Goat,10.8,59.1,1.35,Washed Rind,Rennet,18.01,730,Halal,v1.0,Archived,CHEM-107,2024-06-09,Award-winning formula
279909,RCP25910,Emmental,Emmental Extra Aged,Fusion Modern,0,Goat,42.9,73.4,3.73,Natural,Acid,17.87,90,Organic,v2.1,In Review,CHEM-118,2023-06-26,Award-winning formula
279910,RCP46258,Cheddar,Cheddar Premium,Traditional Italian,60,Cow,35.4,34.1,2.82,Thermophilic,Heat-Acid,14.69,365,Halal,v4.0,Archived,CHEM-142,2019-08-13,Export grade
542059,RCP93583,Swiss,Swiss Bold,Traditional Italian,60,Cow,29.0,60.7,3.12,Mesophilic,Enzymatic,12.35,90,Halal,v1.1,Active,CHEM-106,2023-02-23,Review pending
607600,RCP29729,Emmental,Emmental Premium,Fusion Modern,30,Goat,39.0,37.0,3.97,Mesophilic,Acid,11.34,14,Organic,v3.1,Active,CHEM-111,2024-08-18,Domestic market
410995,RCP20803,Brie,Brie Classic,American Style,60,Cow,14.0,74.8,3.68,Mold-Ripened,Acid,8.69,365,None,v3.1,Active,CHEM-134,2019-02-27,Export grade
410999,RCP28509,Camembert,Camembert Reserve,Swiss Alpine,90,Buffalo,33.6,55.6,1.72,Mold-Ripened,Acid,19.88,60,ISO22000,v2.1,Experimental,CHEM-127,2020-02-22,Pilot batch
509304,RCP86118,Cheddar,Cheddar Classic,French Artisan,365,Goat,31.3,71.8,3.45,Natural,Enzymatic,10.22,90,Kosher,v1.0,Active,CHEM-113,2021-06-08,Domestic market
214392,RCP73453,Mozzarella,Mozzarella Young,American Style,0,Cow,42.6,71.2,3.12,Mold-Ripened,Rennet,16.55,90,Halal+Organic,v1.1,Archived,CHEM-133,2024-11-21,Review pending
214394,RCP99512,Ricotta,Ricotta Bold,Traditional Italian,0,Cow,38.9,29.6,2.94,Washed Rind,Rennet,19.55,30,Organic,v3.1,Active,CHEM-118,2024-01-06,Export grade
279932,RCP25448,Mozzarella,Mozzarella Reserve,Traditional Italian,90,Goat,32.9,57.3,1.29,Natural,Acid,10.78,90,Halal,v1.0,Active,CHEM-126,2023-06-29,Domestic market
148860,RCP49871,Gouda,Gouda Young,Dutch Heritage,30,Cow,38.9,28.2,1.9,Thermophilic,Acid,21.88,730,Organic,v2.1,In Review,CHEM-128,2023-11-08,High demand
902526,RCP51473,Parmesan,Parmesan Light,French Artisan,0,Cow,20.7,66.9,1.43,Washed Rind,Rennet,11.09,30,Kosher,v2.0,Active,CHEM-110,2024-05-19,Award-winning formula
836997,RCP80224,Cheddar,Cheddar Reserve,American Style,0,Cow,25.4,64.9,1.23,Mesophilic,Heat-Acid,19.62,365,Organic,v4.0,Active,CHEM-117,2020-07-06,High demand
345479,RCP75944,Mozzarella,Mozzarella Reserve,American Style,365,Cow,40.8,69.4,0.56,Mold-Ripened,Acid,18.96,21,Halal+Organic,v1.0,In Review,CHEM-146,2021-05-30,Standard production
509321,RCP43764,Parmesan,Parmesan Bold,Indonesian Local,0,Cow,19.4,39.9,3.84,Washed Rind,Rennet,17.02,90,Halal,v1.0,Active,CHEM-114,2021-04-11,Seasonal only
411019,RCP48504,Camembert,Camembert Classic,American Style,60,Cow,23.9,20.2,0.69,Natural,Enzymatic,11.2,60,Halal,v3.0,Discontinued,CHEM-111,2023-07-19,Domestic market
968077,RCP69028,Brie,Brie Classic,Dutch Heritage,0,Sheep,33.8,47.3,3.45,Washed Rind,Rennet,8.15,365,Halal,v2.1,Active,CHEM-116,2019-09-10,Pilot batch
443794,RCP87919,Camembert,Camembert Classic,English Classic,30,Goat,33.9,49.2,0.66,Mixed Culture,Rennet,12.74,30,Organic,v1.1,Archived,CHEM-129,2020-12-14,Export grade
345496,RCP52031,Mozzarella,Mozzarella Extra Aged,English Classic,180,Cow,27.4,71.1,3.88,Mesophilic,Acid,12.99,30,Halal,v2.1,Active,CHEM-147,2021-09-12,Review pending
312729,RCP42294,Camembert,Camembert Light,French Artisan,90,Cow,11.0,48.5,1.45,Mixed Culture,Rennet,11.5,365,Kosher,v1.1,In Review,CHEM-136,2024-01-28,Standard production
738713,RCP18641,Emmental,Emmental Classic,Dutch Heritage,180,Cow,30.7,28.2,2.57,Mesophilic,Acid,12.26,365,None,v2.0,Active,CHEM-126,2024-01-08,Award-winning formula
574872,RCP32910,Gouda,Gouda Extra Aged,American Style,90,Cow,33.4,38.3,0.86,Mesophilic,Heat-Acid,11.93,365,None,v1.0,In Review,CHEM-132,2021-08-22,Pilot batch
640415,RCP85698,Cheddar,Cheddar Extra Aged,American Style,90,Cow,19.2,68.3,3.45,Mesophilic,Acid,13.36,730,None,v2.0,Active,CHEM-124,2024-05-28,Pilot batch
148898,RCP10560,Gouda,Gouda Reserve,Fusion Modern,90,Cow,24.4,33.9,0.98,Mold-Ripened,Rennet,14.46,60,Halal,v3.0,Archived,CHEM-111,2023-05-15,Seasonal only
837030,RCP76065,Cheddar,Cheddar Artisan,American Style,30,Cow,27.5,69.3,3.2,Thermophilic,Acid,10.19,90,None,v1.0,Active,CHEM-117,2020-08-27,Standard production
738729,RCP75875,Gouda,Gouda Light,English Classic,0,Goat,37.6,55.8,3.44,Thermophilic,Acid,15.53,14,Halal,v2.1,Active,CHEM-110,2024-02-01,Standard production
574890,RCP60628,Brie,Brie Young,Fusion Modern,0,Cow,28.7,27.0,3.25,Mold-Ripened,Acid,16.06,90,None,v3.0,Active,CHEM-130,2023-03-13,High demand
411053,RCP13485,Colby,Colby Reserve,Traditional Italian,0,Cow,38.9,67.1,0.89,Mold-Ripened,Acid,20.83,90,None,v3.0,Active,CHEM-126,2022-01-06,Domestic market
542130,RCP66604,Brie,Brie Reserve,Traditional Italian,180,Cow,20.2,49.4,2.1,Washed Rind,Rennet,18.62,90,ISO22000,v2.0,Active,CHEM-105,2024-02-14,High demand
181684,RCP25130,Cheddar,Cheddar Premium,English Classic,60,Cow,33.2,61.6,3.63,Mixed Culture,Rennet,10.6,30,Halal,v4.0,Active,CHEM-130,2024-06-12,Export grade
181686,RCP81757,Gouda,Gouda Young,American Style,0,Cow,14.8,68.2,1.11,Mold-Ripened,Rennet,8.78,60,ISO22000,v3.0,Archived,CHEM-149,2024-07-15,Pilot batch
247223,RCP79046,Swiss,Swiss Reserve,Indonesian Local,180,Goat,18.2,67.5,3.92,Washed Rind,Rennet,13.79,365,None,v3.0,Active,CHEM-103,2020-09-05,Award-winning formula
279993,RCP23727,Mozzarella,Mozzarella Light,Traditional Italian,30,Goat,19.2,55.7,3.27,Washed Rind,Heat-Acid,14.16,730,None,v3.0,Active,CHEM-109,2023-02-25,Pilot batch
837049,RCP79130,Gouda,Gouda Light,Dutch Heritage,60,Cow,30.4,74.2,2.24,Thermophilic,Acid,14.7,14,Halal+Organic,v1.0,Active,CHEM-126,2021-07-25,Domestic market
968125,RCP68979,Mozzarella,Mozzarella Artisan,American Style,30,Cow,22.5,66.2,3.96,Mesophilic,Rennet,20.05,21,Organic,v1.1,Active,CHEM-107,2022-09-30,Award-winning formula
247234,RCP77727,Brie,Brie Premium,English Classic,0,Buffalo,26.4,71.4,2.98,Thermophilic,Rennet,14.66,180,Halal,v2.0,Active,CHEM-138,2024-02-16,Export grade
935364,RCP91038,Mozzarella,Mozzarella Extra Aged,Fusion Modern,0,Cow,34.3,44.6,3.77,Thermophilic,Rennet,18.26,60,None,v3.1,Discontinued,CHEM-117,2022-02-22,Award-winning formula
542155,RCP67274,Mozzarella,Mozzarella Artisan,English Classic,90,Goat,22.4,41.5,0.86,Mesophilic,Acid,21.95,60,None,v2.0,Active,CHEM-104,2024-10-05,Award-winning formula
869841,RCP65490,Brie,Brie Artisan,American Style,30,Cow,19.7,50.2,1.68,Thermophilic,Rennet,20.46,30,Halal,v3.0,Active,CHEM-102,2023-10-21,Seasonal only
116178,RCP65743,Cheddar,Cheddar Extra Aged,Traditional Italian,60,Goat,14.6,68.7,3.03,Natural,Acid,21.81,730,Halal,v1.0,Active,CHEM-110,2021-06-24,High demand
116188,RCP83889,Mozzarella,Mozzarella Reserve,Indonesian Local,0,Cow,10.2,61.8,2.56,Mixed Culture,Enzymatic,18.26,365,None,v2.1,Active,CHEM-145,2022-03-10,Seasonal only
378336,RCP33293,Gouda,Gouda Premium,English Classic,0,Goat,43.5,27.1,3.81,Mesophilic,Acid,10.95,180,ISO22000,v3.0,In Review,CHEM-139,2020-11-20,Seasonal only
345570,RCP45676,Brie,Brie Young,American Style,180,Cow,32.4,73.2,0.73,Mesophilic,Enzymatic,13.19,90,Halal,v2.1,Archived,CHEM-123,2024-11-09,Seasonal only
771556,RCP49325,Cheddar,Cheddar Premium,English Classic,0,Cow,11.2,66.6,2.75,Natural,Rennet,8.08,14,Halal,v4.0,Archived,CHEM-104,2021-12-19,Review pending
411111,RCP94290,Mozzarella,Mozzarella Classic,English Classic,0,Cow,44.7,54.1,2.33,Thermophilic,Rennet,9.63,365,Halal,v2.0,Active,CHEM-134,2019-04-18,High demand
280040,RCP60098,Parmesan,Parmesan Light,French Artisan,0,Mixed,41.1,72.6,3.72,Thermophilic,Acid,8.5,21,Halal,v2.0,Archived,CHEM-118,2020-11-08,High demand
640489,RCP18161,Parmesan,Parmesan Light,French Artisan,30,Cow,39.7,65.1,1.87,Natural,Heat-Acid,17.61,21,Halal,v3.0,Experimental,CHEM-123,2020-03-02,Seasonal only
706026,RCP62380,Mozzarella,Mozzarella Bold,Indonesian Local,365,Goat,30.5,67.8,3.84,Mixed Culture,Rennet,11.68,14,None,v1.1,In Review,CHEM-128,2024-06-10,Export grade
968172,RCP32263,Cheddar,Cheddar Bold,Fusion Modern,180,Cow,35.4,66.9,2.0,Mesophilic,Acid,8.22,21,Organic,v1.0,Archived,CHEM-141,2019-08-12,Pilot batch
181752,RCP83854,Parmesan,Parmesan Reserve,English Classic,90,Cow,13.2,41.2,3.08,Mixed Culture,Acid,11.38,60,Halal+Organic,v1.1,Discontinued,CHEM-150,2020-04-09,Pilot batch
673277,RCP80751,Mozzarella,Mozzarella Light,Dutch Heritage,180,Mixed,22.8,53.4,2.47,Washed Rind,Rennet,10.33,60,None,v3.0,Archived,CHEM-129,2020-01-24,Review pending
214526,RCP13635,Gouda,Gouda Light,Dutch Heritage,180,Sheep,38.5,63.1,2.19,Mold-Ripened,Acid,9.29,730,Organic,v4.0,Active,CHEM-148,2022-07-01,Standard production
378373,RCP96733,Cheddar,Cheddar Light,Dutch Heritage,90,Buffalo,34.2,37.8,0.61,Washed Rind,Rennet,20.48,21,Halal,v1.1,Experimental,CHEM-117,2024-07-31,Domestic market
673289,RCP75041,Ricotta,Ricotta Extra Aged,English Classic,30,Cow,27.2,60.1,3.05,Natural,Rennet,15.47,14,None,v3.1,Active,CHEM-133,2024-01-01,Seasonal only
902669,RCP27754,Camembert,Camembert Reserve,Traditional Italian,0,Mixed,30.7,30.3,1.01,Thermophilic,Rennet,15.31,14,Halal,v3.1,Archived,CHEM-101,2021-09-21,Pilot batch
935439,RCP73177,Cheddar,Cheddar Classic,Dutch Heritage,730,Cow,14.8,63.5,2.13,Natural,Rennet,11.83,14,Halal,v3.0,Active,CHEM-118,2019-08-05,Standard production
443923,RCP39272,Mozzarella,Mozzarella Artisan,Traditional Italian,0,Sheep,42.6,35.3,0.67,Natural,Rennet,13.67,180,Kosher,v2.0,In Review,CHEM-102,2021-11-15,Pilot batch
476695,RCP73862,Brie,Brie Reserve,Dutch Heritage,60,Cow,40.4,25.6,2.42,Mixed Culture,Rennet,21.82,14,None,v3.0,Active,CHEM-135,2021-12-17,Award-winning formula
869916,RCP38809,Cheddar,Cheddar Extra Aged,English Classic,0,Cow,43.8,55.3,0.77,Mesophilic,Enzymatic,16.01,365,Halal+Organic,v4.0,Active,CHEM-121,2019-01-09,Award-winning formula
476708,RCP46403,Cheddar,Cheddar Extra Aged,Dutch Heritage,365,Goat,13.2,41.7,3.89,Mixed Culture,Rennet,16.52,365,None,v2.1,In Review,CHEM-132,2019-09-03,Pilot batch
345637,RCP77277,Emmental,Emmental Extra Aged,Indonesian Local,0,Cow,21.8,57.2,2.46,Thermophilic,Rennet,16.6,14,Organic,v1.1,In Review,CHEM-136,2022-03-20,Award-winning formula
411178,RCP96187,Cheddar,Cheddar Bold,Dutch Heritage,0,Sheep,14.8,54.8,3.65,Mesophilic,Rennet,18.93,14,None,v3.0,Active,CHEM-116,2020-05-10,High demand
640555,RCP83941,Cheddar,Cheddar Light,Swiss Alpine,730,Cow,44.2,53.5,3.41,Natural,Rennet,19.91,21,Halal,v2.1,Archived,CHEM-139,2024-06-24,Export grade
575022,RCP67589,Swiss,Swiss Classic,Fusion Modern,0,Cow,17.0,69.2,3.19,Mesophilic,Rennet,19.98,14,Organic,v3.0,Discontinued,CHEM-102,2024-12-01,Domestic market
869936,RCP36010,Gouda,Gouda Premium,Swiss Alpine,730,Sheep,41.1,30.6,3.68,Mold-Ripened,Enzymatic,8.66,60,Halal,v1.0,Experimental,CHEM-147,2019-11-26,Pilot batch
