equipment_id,asset_tag,equipment_name,equipment_type,manufacturer,model_number,serial_number,installation_date,last_maintenance_date,next_maintenance_due,plant_area,capacity_liters_hr,power_consumption_kw,status,maintenance_contract,asset_value_idr,depreciation_years,responsible_team,iot_enabled,notes
7817879,AST445637,Krones Filling Machine Industrial,Filling Machine,Krones,MDL-8557-D,SN26540496,2020-02-10,2021-11-01,2025-04-29,Laboratory,3455.0,234.1,Operational,Labour Only,1059360000.0,10,Engineering B,Yes,Critical line
4967064,AST274653,SPX Flow Vat Cheese Maker Max,Vat Cheese Maker,OMVE,MDL-8701-A,SN88665403,2016-05-20,2021-10-24,2024-06-01,Packaging,1916.0,64.3,Decommissioned,Full Service,6446760000.0,15,External Contractor,No,Backup unit
9128602,AST476630,Alfa Laval Dryer Industrial,Dryer,Tetra Pak,MDL-3620-E,SN25636612,2015-04-01,2020-11-21,2025-11-03,CIP Room,178.0,474.6,Under Maintenance,Extended Warranty,5962700000.0,15,External Contractor,Yes,Good condition
7490205,AST800186,Paul Mueller Filling Machine Pro,Filling Machine,Feldmeier,MDL-2631-B,SN63502233,2010-09-20,2012-05-28,2026-06-22,Laboratory,1198.0,109.4,Out of Service,Full Service,6523570000.0,5,External Contractor,No,Scheduled for replacement
6408865,AST620024,Paul Mueller Homogenizer Max,Homogenizer,Feldmeier,MDL-8104-E,SN22310747,2008-11-09,2018-10-04,2024-09-22,Processing,704.0,236.3,Operational,Parts Only,9737350000.0,7,External Contractor,No,Recently overhauled
5917348,AST258232,Feldmeier Vat Cheese Maker Industrial,Vat Cheese Maker,Paul Mueller,MDL-8232-B,SN18700986,2018-11-20,2022-08-08,2025-09-30,CIP Room,1062.0,293.6,Operational,Full Service,22577430000.0,7,Utilities,Yes,High performer
9259687,AST202829,Feldmeier Dryer Mini,Dryer,SPX Flow,MDL-3128-E,SN68294755,2020-01-02,2023-04-24,2026-07-18,Loading Dock,2545.0,408.2,Operational,Parts Only,17393010000.0,5,External Contractor,No,Vibration issue
2509480,AST806311,GEA Group Homogenizer Plus,Homogenizer,Tetra Pak,MDL-8717-B,SN67888761,2011-09-28,2019-03-08,2026-05-17,Cold Storage,2986.0,111.0,Operational,Labour Only,64721180000.0,7,External Contractor,No,High performer
7522986,AST771952,Krones UHT Unit Mini,UHT Unit,SPX Flow,MDL-5687-C,SN12076992,2006-07-02,2022-03-02,2025-03-14,Aging Room,374.0,286.4,Operational,Parts Only,1115300000.0,15,Operations,Yes,Vibration issue
3164843,AST292262,SPX Flow Dryer Elite,Dryer,Feldmeier,MDL-2169-D,SN43168569,2009-07-15,2019-05-19,2026-10-26,CIP Room,314.0,352.7,Operational,None,34845550000.0,20,External Contractor,No,Scheduled for replacement
4770478,AST801936,OMVE Vat Cheese Maker Industrial,Vat Cheese Maker,Feldmeier,MDL-1506-A,SN28952799,2022-11-30,2023-08-14,2025-11-14,Processing,691.0,476.2,Operational,Full Service,3769260000.0,20,Operations,Yes,Vibration issue
7195320,AST159766,Feldmeier Vat Cheese Maker Industrial,Vat Cheese Maker,Tetra Pak,MDL-5014-A,SN35292265,2010-05-12,2017-12-12,2025-02-24,CIP Room,1392.0,430.2,Under Maintenance,None,30727840000.0,10,Engineering B,No,Aging unit
7555768,AST389023,OMVE Homogenizer Max,Homogenizer,Alfa Laval,MDL-1720-E,SN53337050,2007-03-12,2021-11-19,2026-03-26,Laboratory,936.0,189.1,Operational,Full Service,4523870000.0,10,Operations,No,Vibration issue
9456313,AST975341,Scherjon Cooling Tank Mini,Cooling Tank,Feldmeier,MDL-4102-E,SN64948720,2017-10-13,2019-11-13,2025-06-17,Packaging,3625.0,401.8,Operational,Parts Only,7241230000.0,15,Operations,Yes,Recently overhauled
1460923,AST801139,Scherjon Vat Cheese Maker Elite,Vat Cheese Maker,SPX Flow,MDL-6002-E,SN62325185,2013-09-09,2022-09-01,2025-12-02,Loading Dock,7575.0,454.0,Under Maintenance,Parts Only,1289170000.0,7,Engineering B,Yes,Vibration issue
9849530,AST869455,Krones CIP System Max,CIP System,Tetra Pak,MDL-6220-C,SN16126233,2005-06-07,2020-10-13,2025-09-11,Packaging,340.0,149.4,Standby,Full Service,35665290000.0,15,Engineering B,No,Recently overhauled
7129789,AST200633,GEA Group Filling Machine Max,Filling Machine,Krones,MDL-3012-C,SN25566820,2018-08-18,2020-05-24,2024-09-27,Processing,869.0,408.8,Operational,Full Service,15006980000.0,15,Engineering B,No,Backup unit
1231552,AST448617,Scherjon CIP System Pro,CIP System,Scherjon,MDL-1848-B,SN42760370,2005-07-12,2021-02-26,2026-11-03,Cold Storage,645.0,46.8,Under Maintenance,Full Service,87956870000.0,7,Operations,Yes,Vibration issue
7916231,AST301526,Scherjon Homogenizer Mini,Homogenizer,Scherjon,MDL-1618-B,SN60196912,2009-11-19,2011-01-23,2025-11-23,Aging Room,9566.0,108.3,Operational,Labour Only,1473770000.0,20,External Contractor,No,Scheduled for replacement
7326409,AST301930,Paul Mueller Vat Cheese Maker Compact,Vat Cheese Maker,Feldmeier,MDL-3940-D,SN94295516,2008-06-11,2016-10-04,2024-08-02,Cold Storage,1519.0,480.5,Operational,None,1478440000.0,7,External Contractor,No,Vibration issue
2312906,AST305595,Tetra Pak Butter Churn Industrial,Butter Churn,Krones,MDL-6920-B,SN58784732,2019-03-29,2020-11-05,2024-06-15,CIP Room,1542.0,253.6,Out of Service,None,1608180000.0,5,Operations,No,Good condition
8276683,AST872396,Alfa Laval Filling Machine Standard,Filling Machine,Pasilac,MDL-9267-E,SN75228381,2016-09-11,2017-06-23,2026-10-29,CIP Room,735.0,490.4,Decommissioned,Full Service,16928730000.0,10,Engineering B,No,High performer
8800973,AST147247,Feldmeier Filling Machine Compact,Filling Machine,Krones,MDL-8311-E,SN79193962,2017-08-20,2019-08-29,2026-03-25,Laboratory,3274.0,59.1,Operational,Parts Only,2838880000.0,5,Engineering B,Yes,Scheduled for replacement
3558101,AST604529,Krones Vat Cheese Maker Standard,Vat Cheese Maker,Scherjon,MDL-4257-E,SN82994892,2010-05-25,2013-08-10,2025-06-17,Packaging,207.0,193.1,Operational,Extended Warranty,48128310000.0,7,External Contractor,No,Backup unit
6638294,AST806315,OMVE Butter Churn Max,Butter Churn,Pasilac,MDL-7799-B,SN66740181,2006-09-24,2008-12-28,2025-07-24,Receiving,3604.0,367.3,Operational,None,1302640000.0,20,Utilities,Yes,Good condition
5196503,AST675916,Alfa Laval Homogenizer Max,Homogenizer,OMVE,MDL-5498-A,SN46854688,2011-06-07,2012-06-20,2025-12-03,Receiving,362.0,142.3,Under Maintenance,Full Service,348050000.0,7,Operations,No,Good condition
1559256,AST816081,Feldmeier UHT Unit Plus,UHT Unit,Pasilac,MDL-6980-D,SN52763001,2006-12-10,2008-12-05,2026-01-21,Processing,158.0,86.1,Under Maintenance,Extended Warranty,22848520000.0,15,Engineering A,No,Recently overhauled
3689173,AST452962,Tetra Pak Dryer Plus,Dryer,Alfa Laval,MDL-1517-A,SN21586757,2011-11-19,2022-10-05,2024-10-23,Receiving,544.0,435.2,Operational,Labour Only,1894300000.0,5,Utilities,No,Recently overhauled
2018017,AST341381,Pasilac CIP System Max,CIP System,Krones,MDL-7263-C,SN12660765,2010-06-13,2018-10-18,2024-07-25,Cold Storage,963.0,64.4,Under Maintenance,Full Service,431850000.0,7,Engineering A,Yes,Good condition
2280161,AST672759,Pasilac Centrifuge Pro,Centrifuge,GEA Group,MDL-4834-D,SN72285618,2012-03-31,2019-09-19,2025-06-02,Processing,1653.0,270.9,Operational,Labour Only,3751820000.0,10,Engineering A,No,Backup unit
7555818,AST596957,GEA Group Pasteurizer Standard,Pasteurizer,Tetra Pak,MDL-5491-B,SN28363087,2014-01-08,2023-04-10,2026-04-28,Packaging,3919.0,467.9,Operational,Labour Only,26378500000.0,10,Engineering A,Yes,Recently overhauled
9521900,AST119818,Pasilac UHT Unit Plus,UHT Unit,GEA Group,MDL-5802-B,SN57041156,2013-04-03,2017-08-29,2024-08-16,Loading Dock,2687.0,181.0,Operational,None,5021840000.0,20,Engineering A,No,High performer
3918574,AST164521,Pasilac Vat Cheese Maker Max,Vat Cheese Maker,Krones,MDL-3596-C,SN85697289,2014-03-18,2016-01-03,2026-06-03,Packaging,623.0,239.8,Operational,Labour Only,3977570000.0,7,Engineering A,Yes,Good condition
1460975,AST764086,Krones Vat Cheese Maker Standard,Vat Cheese Maker,OMVE,MDL-8537-E,SN59955002,2007-10-10,2009-09-17,2025-12-17,Processing,2374.0,338.2,Operational,None,2639710000.0,15,Operations,No,Critical line
6769393,AST212564,Krones CIP System Plus,CIP System,Alfa Laval,MDL-9299-C,SN54041083,2013-08-25,2018-02-16,2024-02-25,Aging Room,6289.0,454.2,Decommissioned,Parts Only,5059260000.0,7,Engineering A,No,Aging unit
6933234,AST202649,Alfa Laval UHT Unit Max,UHT Unit,Paul Mueller,MDL-9425-E,SN23978744,2011-12-04,2012-12-15,2024-08-31,CIP Room,3007.0,67.0,Operational,Extended Warranty,107102110000.0,15,Utilities,No,Vibration issue
5491445,AST882622,SPX Flow CIP System Pro,CIP System,Feldmeier,MDL-7621-A,SN82303573,2021-10-11,2022-10-26,2024-02-04,Loading Dock,1712.0,140.2,Under Maintenance,Full Service,18467680000.0,15,Engineering A,Yes,Scheduled for replacement
5229302,AST913241,SPX Flow Pasteurizer Standard,Pasteurizer,Feldmeier,MDL-9961-C,SN17969048,2007-04-21,2021-12-25,2024-01-05,Cold Storage,445.0,477.6,Operational,None,1340420000.0,20,External Contractor,Yes,Critical line
9128697,AST953544,Tetra Pak CIP System Plus,CIP System,Krones,MDL-5457-D,SN62803307,2011-12-08,2021-05-19,2026-01-23,Loading Dock,1885.0,168.7,Operational,Full Service,1425540000.0,5,Engineering A,Yes,Critical line
6834937,AST538675,GEA Group Cooling Tank Standard,Cooling Tank,Scherjon,MDL-6141-C,SN37817866,2010-11-19,2022-05-01,2026-11-04,Receiving,1306.0,492.2,Operational,Parts Only,17998470000.0,15,Utilities,Yes,Aging unit
2018050,AST767981,Tetra Pak Vat Cheese Maker Industrial,Vat Cheese Maker,Feldmeier,MDL-3001-D,SN23361285,2005-03-05,2020-12-21,2024-05-25,Aging Room,213.0,340.1,Operational,Labour Only,10136190000.0,7,Operations,Yes,High performer
5622532,AST475249,SPX Flow Filling Machine Mini,Filling Machine,Scherjon,MDL-3584-A,SN57841004,2014-07-10,2016-11-03,2024-08-12,Packaging,480.0,189.9,Operational,Full Service,2978420000.0,15,Engineering B,Yes,Backup unit
1952519,AST741743,Pasilac Centrifuge Compact,Centrifuge,Feldmeier,MDL-4890-A,SN14978294,2009-06-27,2009-11-20,2024-12-26,Loading Dock,1023.0,318.6,Operational,Full Service,2855460000.0,15,Engineering B,Yes,Scheduled for replacement
8997644,AST494406,Scherjon Centrifuge Elite,Centrifuge,Alfa Laval,MDL-4250-A,SN46456509,2013-10-08,2014-01-25,2025-05-23,Packaging,434.0,164.7,Out of Service,Labour Only,1130580000.0,7,Operations,No,Vibration issue
9063186,AST990692,Tetra Pak Pasteurizer Plus,Pasteurizer,Tetra Pak,MDL-8723-C,SN61209142,2013-01-23,2016-03-28,2026-12-03,CIP Room,1125.0,159.6,Under Maintenance,Parts Only,13420730000.0,20,Engineering B,Yes,Aging unit
8899349,AST341827,OMVE UHT Unit Plus,UHT Unit,Tetra Pak,MDL-4594-D,SN94519923,2020-05-30,2022-02-13,2026-03-03,Loading Dock,312.0,30.0,Under Maintenance,Parts Only,973620000.0,7,Engineering A,Yes,Scheduled for replacement
8637207,AST675091,Krones Dryer Pro,Dryer,Krones,MDL-9150-E,SN96567987,2009-08-07,2023-01-06,2024-12-25,Cold Storage,821.0,321.1,Operational,Parts Only,5080660000.0,5,Engineering A,No,High performer
7752472,AST427167,Scherjon CIP System Standard,CIP System,Scherjon,MDL-8035-A,SN55017024,2014-06-23,2024-10-08,2025-06-30,Processing,1365.0,355.4,Operational,None,3809560000.0,7,Utilities,Yes,Aging unit
4016920,AST692213,GEA Group Pasteurizer Mini,Pasteurizer,Pasilac,MDL-2210-D,SN62843399,2008-08-24,2009-04-08,2025-01-17,Receiving,2301.0,288.5,Operational,Full Service,21127760000.0,15,Engineering B,Yes,Vibration issue
8309531,AST517757,Paul Mueller Vat Cheese Maker Standard,Vat Cheese Maker,Krones,MDL-8395-C,SN16622831,2007-02-11,2020-05-23,2024-06-23,Processing,3090.0,490.1,Operational,Labour Only,1690430000.0,20,Engineering A,Yes,Recently overhauled
6998816,AST732267,Krones CIP System Max,CIP System,Scherjon,MDL-6546-C,SN32916528,2018-02-21,2020-07-04,2025-08-10,CIP Room,6072.0,162.4,Operational,Full Service,1728880000.0,20,Operations,No,Backup unit
1887009,AST723753,OMVE Vat Cheese Maker Industrial,Vat Cheese Maker,Feldmeier,MDL-3235-B,SN27041315,2022-06-24,2024-11-18,2025-02-01,Processing,107.0,328.2,Under Maintenance,Parts Only,2941010000.0,5,Engineering A,No,High performer
7883561,AST795711,GEA Group CIP System Plus,CIP System,Scherjon,MDL-1236-C,SN31899786,2012-05-18,2021-12-17,2026-10-11,Cold Storage,111.0,161.1,Operational,None,20567630000.0,5,Engineering A,No,Good condition
7752490,AST758303,Pasilac CIP System Compact,CIP System,Scherjon,MDL-3981-D,SN41295813,2011-01-06,2019-07-30,2026-12-15,Packaging,738.0,320.2,Standby,None,5070690000.0,5,Operations,No,Good condition
6802219,AST769061,GEA Group Dryer Elite,Dryer,Scherjon,MDL-1510-B,SN87688471,2013-11-22,2017-12-19,2025-10-25,Laboratory,884.0,454.4,Operational,Parts Only,1818920000.0,5,Engineering B,No,Backup unit
4967213,AST181411,Feldmeier Dryer Mini,Dryer,OMVE,MDL-8207-E,SN14919032,2008-04-03,2020-08-14,2024-06-30,CIP Room,537.0,470.9,Operational,Labour Only,5400340000.0,20,Engineering A,No,Backup unit
3263278,AST198412,OMVE Cooling Tank Max,Cooling Tank,Krones,MDL-1589-A,SN76175507,2016-12-06,2017-06-02,2025-06-06,Aging Room,324.0,114.2,Operational,Full Service,2574590000.0,10,Utilities,Yes,Backup unit
8342320,AST674120,SPX Flow Pasteurizer Max,Pasteurizer,Paul Mueller,MDL-5308-D,SN23251591,2007-08-31,2022-11-15,2026-04-13,Packaging,311.0,85.8,Decommissioned,Full Service,2399870000.0,15,Engineering B,No,Aging unit
5196592,AST542550,Feldmeier Pasteurizer Compact,Pasteurizer,Feldmeier,MDL-5555-E,SN64580710,2016-08-24,2022-04-12,2025-02-27,Packaging,17699.0,78.5,Operational,None,60575620000.0,15,External Contractor,Yes,Vibration issue
7260976,AST800555,GEA Group Filling Machine Pro,Filling Machine,GEA Group,MDL-6761-A,SN77034047,2022-01-10,2023-04-29,2026-07-23,Laboratory,771.0,431.5,Standby,Parts Only,18411850000.0,7,Engineering B,No,Critical line
6474550,AST774256,Tetra Pak Filling Machine Standard,Filling Machine,Scherjon,MDL-9573-B,SN41126149,2014-05-26,2021-11-09,2025-11-04,Processing,967.0,308.5,Operational,Parts Only,34810430000.0,10,Operations,No,Aging unit
2181944,AST690819,Scherjon CIP System Pro,CIP System,Pasilac,MDL-4851-B,SN75709896,2010-10-04,2011-12-07,2025-07-30,Loading Dock,1077.0,423.2,Under Maintenance,Parts Only,3056070000.0,7,Utilities,No,Recently overhauled
4180793,AST296673,Krones Vat Cheese Maker Plus,Vat Cheese Maker,Pasilac,MDL-7383-C,SN45573348,2016-04-08,2019-04-13,2025-01-19,Receiving,585.0,164.8,Under Maintenance,None,251005420000.0,5,External Contractor,Yes,Aging unit
3296057,AST559525,Pasilac CIP System Max,CIP System,Scherjon,MDL-2533-D,SN16883675,2007-11-17,2011-11-15,2024-12-08,Cold Storage,3083.0,370.4,Standby,Full Service,3293480000.0,5,Engineering A,No,Scheduled for replacement
8670011,AST683265,Paul Mueller Vat Cheese Maker Elite,Vat Cheese Maker,GEA Group,MDL-8931-B,SN90471904,2015-11-26,2023-12-14,2026-07-24,Receiving,255.0,411.4,Operational,None,1943720000.0,20,Utilities,Yes,Critical line
4967228,AST901624,Scherjon CIP System Pro,CIP System,Feldmeier,MDL-1819-E,SN66229037,2009-03-27,2021-11-03,2026-11-23,Laboratory,285.0,373.5,Operational,Parts Only,12772860000.0,20,Operations,Yes,Vibration issue
7490367,AST374618,GEA Group Homogenizer Compact,Homogenizer,GEA Group,MDL-5587-A,SN71744687,2014-10-04,2015-01-10,2025-11-02,CIP Room,5393.0,357.0,Decommissioned,Parts Only,2207420000.0,20,Operations,Yes,High performer
3853120,AST864946,SPX Flow CIP System Max,CIP System,Alfa Laval,MDL-5038-C,SN32456597,2021-09-19,2021-10-20,2026-01-17,Aging Room,737.0,183.8,Under Maintenance,None,21626380000.0,10,Utilities,Yes,Recently overhauled
9063233,AST437242,Paul Mueller Pasteurizer Pro,Pasteurizer,Paul Mueller,MDL-7900-A,SN29502239,2016-03-21,2021-12-22,2026-10-10,Aging Room,2504.0,328.4,Under Maintenance,None,4424780000.0,15,Engineering A,Yes,Good condition
6048575,AST948497,Pasilac Dryer Elite,Dryer,OMVE,MDL-5485-E,SN22350944,2016-10-02,2024-03-12,2024-04-05,CIP Room,2335.0,195.2,Decommissioned,Full Service,2811910000.0,7,External Contractor,No,Scheduled for replacement
6146888,AST689330,OMVE Homogenizer Pro,Homogenizer,Feldmeier,MDL-1411-D,SN17276944,2007-10-17,2024-12-28,2026-10-07,Laboratory,5341.0,31.5,Standby,Parts Only,11272000000.0,20,Utilities,Yes,Critical line
6703953,AST437488,Paul Mueller Centrifuge Elite,Centrifuge,Tetra Pak,MDL-3662-A,SN24198410,2013-06-09,2013-12-11,2025-07-16,Aging Room,1547.0,83.5,Operational,Labour Only,579660000.0,5,Engineering B,Yes,Aging unit
5950299,AST253587,SPX Flow Dryer Mini,Dryer,Paul Mueller,MDL-8989-A,SN72049193,2020-01-21,2024-11-29,2026-02-10,Receiving,4542.0,324.3,Operational,None,5228190000.0,10,Engineering B,Yes,Recently overhauled
9784167,AST269151,Feldmeier Pasteurizer Max,Pasteurizer,Alfa Laval,MDL-7380-C,SN94571079,2018-03-02,2020-03-25,2024-11-04,Processing,1480.0,412.3,Operational,None,70735710000.0,15,Utilities,No,High performer
3558247,AST337372,Feldmeier Cooling Tank Mini,Cooling Tank,Feldmeier,MDL-3533-B,SN47537003,2020-05-26,2020-11-02,2025-09-10,Laboratory,172.0,412.2,Operational,Extended Warranty,736700000.0,5,Engineering A,No,Scheduled for replacement
2018153,AST372559,Paul Mueller Vat Cheese Maker Pro,Vat Cheese Maker,OMVE,MDL-4054-C,SN63045169,2022-03-03,2024-02-17,2024-05-12,Aging Room,1368.0,131.0,Operational,Full Service,31360230000.0,20,Operations,No,Backup unit
1100650,AST590626,Alfa Laval Homogenizer Max,Homogenizer,Scherjon,MDL-7758-E,SN41237996,2020-06-12,2023-06-07,2026-07-03,Loading Dock,146.0,121.7,Operational,Parts Only,1261350000.0,7,Operations,No,Backup unit
2378601,AST381243,GEA Group UHT Unit Max,UHT Unit,Alfa Laval,MDL-2332-E,SN56705031,2022-08-21,2024-01-17,2026-01-28,Processing,2142.0,367.2,Operational,None,1004500000.0,20,Operations,No,Good condition
5458792,AST548740,Pasilac Butter Churn Pro,Butter Churn,Krones,MDL-5834-E,SN57314970,2015-07-26,2018-03-05,2025-07-20,Receiving,1648.0,415.3,Operational,Labour Only,17540110000.0,5,Operations,No,High performer
7228263,AST313507,Paul Mueller CIP System Pro,CIP System,Scherjon,MDL-7141-E,SN33403874,2011-05-27,2021-07-01,2025-05-28,Aging Room,3664.0,330.5,Operational,None,3895870000.0,10,Engineering A,No,High performer
7981936,AST704937,SPX Flow Cooling Tank Pro,Cooling Tank,Scherjon,MDL-6041-C,SN61861855,2009-07-11,2016-09-24,2024-05-29,Laboratory,128.0,397.8,Operational,Extended Warranty,19178310000.0,20,Engineering B,Yes,Recently overhauled
7031667,AST862080,SPX Flow Cooling Tank Max,Cooling Tank,Alfa Laval,MDL-8036-E,SN69907748,2011-10-15,2024-12-30,2024-06-29,Packaging,1622.0,254.8,Operational,Full Service,24073250000.0,10,Utilities,No,Scheduled for replacement
5655412,AST819516,Alfa Laval Pasteurizer Standard,Pasteurizer,Feldmeier,MDL-8217-A,SN75536005,2016-05-10,2016-08-02,2026-03-13,Processing,3524.0,105.9,Operational,Full Service,13337570000.0,5,Operations,Yes,Aging unit
8538997,AST279964,SPX Flow Filling Machine Max,Filling Machine,Tetra Pak,MDL-2319-C,SN13497790,2020-06-16,2024-08-26,2024-12-02,Laboratory,299.0,217.3,Operational,None,4840250000.0,7,External Contractor,No,Backup unit
5294966,AST435228,Pasilac CIP System Industrial,CIP System,Pasilac,MDL-1689-D,SN34210877,2015-03-23,2017-06-09,2024-07-28,Receiving,2092.0,320.9,Operational,Full Service,6446950000.0,7,Operations,No,Good condition
8244086,AST525283,Feldmeier Filling Machine Industrial,Filling Machine,Krones,MDL-5548-D,SN84524808,2019-05-07,2022-06-17,2025-07-10,Cold Storage,2298.0,141.3,Standby,None,9975470000.0,7,Operations,No,High performer
9161593,AST496730,Alfa Laval Cooling Tank Pro,Cooling Tank,SPX Flow,MDL-4538-B,SN66071855,2016-04-15,2020-05-28,2025-11-30,Laboratory,675.0,451.6,Operational,Full Service,2375740000.0,5,Engineering B,No,Scheduled for replacement
6441850,AST893363,Krones Pasteurizer Standard,Pasteurizer,Tetra Pak,MDL-6802-C,SN39573553,2021-06-17,2024-04-06,2025-02-09,Aging Room,138.0,261.3,Operational,None,40221470000.0,20,Operations,Yes,Scheduled for replacement
2968447,AST701720,Feldmeier Centrifuge Mini,Centrifuge,Pasilac,MDL-9378-B,SN44072311,2016-03-31,2018-10-11,2025-09-09,Laboratory,5155.0,273.3,Operational,Labour Only,3969070000.0,7,Operations,Yes,Scheduled for replacement
5786495,AST675835,Scherjon Pasteurizer Standard,Pasteurizer,Alfa Laval,MDL-8451-A,SN67190441,2020-09-22,2022-08-17,2024-02-12,Processing,525.0,10.1,Out of Service,Parts Only,5327670000.0,20,Operations,Yes,Critical line
5917571,AST468216,GEA Group Filling Machine Elite,Filling Machine,Scherjon,MDL-8963-A,SN71154028,2008-12-04,2020-10-02,2024-11-28,Receiving,141.0,280.2,Operational,Parts Only,28837270000.0,15,Engineering A,No,Backup unit
7326596,AST122295,SPX Flow Vat Cheese Maker Industrial,Vat Cheese Maker,GEA Group,MDL-7644-A,SN25917350,2009-11-07,2021-08-15,2026-04-27,Cold Storage,2299.0,117.6,Operational,Full Service,62131650000.0,20,Engineering B,No,Backup unit
1887111,AST982545,Krones Homogenizer Elite,Homogenizer,SPX Flow,MDL-3829-E,SN41287294,2016-11-22,2018-03-12,2025-09-28,Packaging,3307.0,284.4,Standby,None,13125090000.0,7,Engineering A,Yes,Scheduled for replacement
7064461,AST236136,Tetra Pak Homogenizer Compact,Homogenizer,Scherjon,MDL-2046-C,SN85108623,2017-11-12,2024-04-11,2026-05-12,CIP Room,3009.0,197.0,Operational,Labour Only,11159780000.0,15,Operations,Yes,Good condition
2542478,AST284936,OMVE Dryer Max,Dryer,Pasilac,MDL-2293-A,SN71917957,2010-11-30,2017-07-29,2025-03-19,Processing,9344.0,216.8,Operational,Parts Only,42846530000.0,15,Utilities,Yes,Backup unit
7621523,AST715543,Krones Homogenizer Industrial,Homogenizer,SPX Flow,MDL-7522-A,SN60903435,2022-12-09,2024-07-04,2026-12-19,Packaging,577.0,284.8,Operational,Full Service,3642820000.0,7,Utilities,No,Critical line
1297300,AST390326,Paul Mueller Pasteurizer Standard,Pasteurizer,Feldmeier,MDL-4177-C,SN71750892,2010-05-26,2016-01-10,2025-03-21,Packaging,679.0,442.9,Decommissioned,Parts Only,25076840000.0,5,External Contractor,Yes,Critical line
6081439,AST433963,SPX Flow Dryer Max,Dryer,Tetra Pak,MDL-2381-B,SN45889397,2018-11-12,2023-09-07,2024-12-31,CIP Room,3573.0,291.7,Decommissioned,None,202437520000.0,15,Operations,Yes,Scheduled for replacement
4869025,AST560811,Scherjon Pasteurizer Pro,Pasteurizer,Pasilac,MDL-1168-E,SN43858334,2012-10-14,2023-03-13,2024-03-04,Processing,2529.0,312.2,Under Maintenance,Extended Warranty,21318030000.0,15,Engineering A,No,Scheduled for replacement
7261089,AST361560,OMVE Vat Cheese Maker Plus,Vat Cheese Maker,Alfa Laval,MDL-1908-D,SN43784294,2021-02-05,2022-08-24,2026-04-30,CIP Room,1294.0,385.7,Decommissioned,Labour Only,18179390000.0,10,Operations,Yes,Recently overhauled
9358243,AST599961,Scherjon Vat Cheese Maker Industrial,Vat Cheese Maker,Paul Mueller,MDL-1891-B,SN43213534,2008-08-23,2009-10-30,2026-11-24,Receiving,2682.0,102.7,Decommissioned,Extended Warranty,327620070000.0,5,Engineering A,No,High performer
4934568,AST141911,Krones Pasteurizer Mini,Pasteurizer,Alfa Laval,MDL-5733-B,SN25980976,2022-01-18,2022-08-10,2024-01-02,Laboratory,759.0,447.2,Under Maintenance,None,329300000.0,20,Operations,Yes,Aging unit
4737962,AST563092,Scherjon Butter Churn Elite,Butter Churn,OMVE,MDL-4237-C,SN81124634,2006-04-14,2013-11-15,2026-09-18,Loading Dock,3994.0,169.9,Out of Service,Labour Only,88027800000.0,10,Engineering A,Yes,Good condition
9587627,AST946156,Alfa Laval Filling Machine Elite,Filling Machine,OMVE,MDL-7496-B,SN93411325,2009-05-29,2023-03-28,2026-04-16,Processing,557.0,23.3,Operational,Extended Warranty,52060970000.0,7,Engineering A,Yes,Good condition
3918774,AST342879,Tetra Pak Homogenizer Max,Homogenizer,Krones,MDL-3558-D,SN14601515,2014-10-15,2016-05-14,2025-02-09,Laboratory,431.0,410.3,Operational,Full Service,1474340000.0,20,External Contractor,Yes,Recently overhauled
5983158,AST106473,SPX Flow UHT Unit Compact,UHT Unit,Paul Mueller,MDL-4172-A,SN96642541,2011-02-21,2011-04-17,2025-07-26,CIP Room,1273.0,384.9,Operational,Full Service,8566270000.0,10,External Contractor,No,High performer
2116538,AST281123,Pasilac CIP System Mini,CIP System,GEA Group,MDL-6230-C,SN68944715,2014-05-19,2022-09-07,2026-09-27,Laboratory,82.0,7.1,Operational,Parts Only,1327660000.0,5,Engineering B,No,High performer
9784250,AST380327,GEA Group UHT Unit Industrial,UHT Unit,SPX Flow,MDL-4204-A,SN46122080,2017-01-04,2022-06-14,2024-09-25,Receiving,280.0,40.9,Decommissioned,None,1651400000.0,5,Engineering A,No,High performer
8178623,AST427253,OMVE Centrifuge Mini,Centrifuge,Paul Mueller,MDL-5857-A,SN25662852,2019-10-10,2022-10-05,2026-04-01,Cold Storage,334.0,214.7,Operational,Extended Warranty,39947740000.0,10,Utilities,No,High performer
1100738,AST983097,OMVE Centrifuge Mini,Centrifuge,Paul Mueller,MDL-2749-A,SN53301614,2013-03-19,2013-06-30,2026-09-09,Laboratory,1472.0,153.7,Decommissioned,Full Service,37100600000.0,7,Engineering B,Yes,Vibration issue
7031749,AST495823,GEA Group Homogenizer Pro,Homogenizer,GEA Group,MDL-2893-C,SN85136976,2014-12-22,2015-04-19,2026-09-13,Laboratory,1396.0,227.7,Operational,Parts Only,7023090000.0,5,Operations,Yes,Vibration issue
3328966,AST432489,Feldmeier Pasteurizer Pro,Pasteurizer,Feldmeier,MDL-5280-D,SN33043450,2015-08-01,2021-07-20,2024-09-23,Receiving,2170.0,77.5,Under Maintenance,Labour Only,112490000.0,15,Operations,Yes,Critical line
8637385,AST757560,Scherjon UHT Unit Industrial,UHT Unit,OMVE,MDL-6861-C,SN50176618,2006-11-18,2020-09-28,2026-02-15,Receiving,1108.0,139.6,Operational,Parts Only,38876600000.0,7,Engineering A,No,Recently overhauled
